,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,s,favorable
738,110000,0,0,0,2,0,0,107336,107195,109443,106637,106665,92417,5320,7845,4000,4000,3500,9500,0,0
739,150000,2,2,2,0,0,0,179441,169947,153522,150779,49198,50277,7333,4,4104,15000,2000,2200,0,1
740,20000,2,3,2,2,2,2,12764,12267,13266,12756,13801,13439,0,1500,0,1259,0,1200,0,1
741,270000,0,0,0,0,0,0,110593,102486,94362,86861,78538,70158,4500,3500,4000,3000,3000,2200,0,0
742,170000,-1,-1,-1,0,0,0,414,-1020,25607,23922,24399,24919,0,27107,1500,863,903,3000,0,1
743,10000,0,0,2,0,0,0,6967,9199,8908,9676,9680,8343,2523,0,1000,4,167,3535,0,1
744,100000,-1,-1,-1,0,-1,-1,2494,1999,6632,6150,10122,2689,2005,6633,18,10152,2697,3607,1,0
745,50000,2,2,2,2,2,2,19178,20088,19499,21578,20940,22605,1500,0,2385,0,2000,0,0,1
746,180000,0,0,0,0,0,0,23398,14445,15404,19885,22355,22902,1541,1500,4911,10355,10902,3500,0,0
747,50000,1,2,0,0,0,0,52198,50062,50284,50740,30175,30407,0,2310,1766,1201,1232,1199,1,0
748,230000,0,0,0,0,0,0,84821,87055,87601,89762,92735,95768,4293,4162,5000,5000,5000,5000,0,0
749,70000,0,0,0,0,0,-1,6017,8798,3810,2790,0,4513,3000,1500,0,0,4513,0,0,0
750,120000,0,0,0,0,0,0,119796,117229,239224,91231,90184,90072,4700,5590,4000,3600,3700,32696,0,0
751,60000,0,0,2,2,2,0,56918,61210,52757,29209,26403,26969,5914,17,3106,0,1104,1134,1,0
752,50000,0,0,0,0,0,0,48658,46749,42190,30683,29140,28986,1900,1613,1504,1200,1100,1100,0,0
753,170000,2,2,2,0,0,0,75960,64683,51184,37938,25292,12646,2000,0,0,0,0,173869,1,0
754,130000,0,0,0,0,0,0,127125,78165,79306,80974,83635,87287,4000,3000,3000,5000,5000,5000,0,0
755,360000,0,0,0,0,0,0,23690,67560,26649,15830,20025,21404,60284,16079,5024,9032,8035,12073,1,0
756,20000,0,0,0,0,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,1,0
757,20000,0,0,2,0,0,-2,19277,20997,20200,20000,0,0,5000,0,0,0,0,0,1,1
758,150000,-1,-1,-2,-1,-1,-1,3305,0,0,1298,359,6100,0,0,1298,359,6100,0,0,0
759,50000,0,0,0,0,0,0,6514,7513,9981,10442,10496,10933,1500,3000,1000,600,1000,404,1,0
760,400000,0,0,0,0,-1,-1,35383,33892,22071,18161,14669,686,12119,9177,90,14709,686,18444,0,0
761,360000,-2,-2,-2,-2,-2,-2,5041,7485,4480,3260,3884,4352,2500,7740,3260,3884,4352,4509,0,0
762,50000,0,0,0,0,0,0,49711,50820,41981,2888,2640,2140,2019,2564,1000,0,500,6859,0,0
763,90000,-1,-1,-1,-1,0,0,6146,6193,0,3199,1888,0,6198,200,3199,0,0,0,0,0
764,20000,2,3,2,2,2,0,17757,17193,16602,19521,18925,18806,0,0,3200,0,900,633,0,0
765,20000,0,0,0,0,0,0,15284,15303,14724,15055,13389,11924,6230,1500,1500,500,1200,454,0,0
766,140000,0,0,0,0,0,0,135261,137999,141532,75815,65099,66445,4494,5303,2806,1825,1880,1901,1,1
767,20000,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1,1
768,90000,0,0,0,0,0,0,81902,71768,72163,27124,27724,28724,3274,2271,1400,1000,1000,1000,0,0
769,50000,0,0,0,0,0,0,23142,28202,30610,30227,18413,17195,5494,3202,3502,3200,2500,3000,1,0
770,500000,-1,-1,-1,-1,0,0,6259,2937,10410,30016,8014,2630,2962,10457,30026,26,13,2283,0,1
771,50000,0,0,-1,-1,-1,-1,33782,35650,390,390,46310,0,4000,390,390,46310,0,0,0,1
772,50000,0,0,0,0,0,-1,42326,19067,7690,8322,5522,1522,1500,1500,1000,200,2000,50000,0,0
773,120000,0,0,0,0,0,0,81878,83429,77262,78783,75252,77090,3014,5000,5000,2726,4000,3000,0,0
774,50000,0,0,0,0,0,0,49772,50261,50630,30192,30297,28541,2082,1726,1013,1061,1135,886,0,0
775,150000,0,0,0,0,0,0,107506,108154,43027,4946,3460,4112,5109,1316,1004,104,2012,108008,0,0
776,50000,0,0,0,0,0,0,47407,37716,30873,24659,15849,8540,2039,1400,1612,0,0,0,0,0
777,80000,-2,-1,-1,-1,0,0,2530,3041,6603,1483,1485,4665,3055,6622,1483,2,4683,1700,0,0
778,260000,1,2,2,2,0,0,58261,59706,60969,59400,60315,63230,3000,2800,0,2500,4000,4000,0,0
779,50000,2,2,2,4,3,3,37530,38630,41774,40806,41357,41380,2000,4086,0,1500,1000,1800,1,0
780,20000,0,0,0,-2,-2,-2,2508,3448,-202,-202,950,0,1000,202,0,1152,0,1000,1,0
781,390000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3971,0,1
782,80000,0,0,0,0,0,0,51925,51544,49430,46864,46473,48191,3018,2113,3007,2000,3000,20000,1,0
783,70000,0,0,0,0,0,0,10042,10577,11129,11650,12997,14322,1176,1196,1185,2000,2000,2000,0,0
784,300000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,50000,1,2,0,0,0,0,51047,47924,49053,50106,17756,18072,0,2200,2180,1000,1000,800,1,0
786,500000,0,0,0,0,0,0,110651,94609,95607,95276,90310,91229,3005,3027,6024,3003,2334,4087,0,0
787,60000,1,2,2,-2,-2,-1,21501,20650,0,0,0,2285,0,0,0,0,2285,0,0,0
788,140000,0,0,0,0,0,0,84873,82471,84235,82432,81465,83160,4000,4010,3800,3200,3100,3000,0,0
789,180000,1,-1,-1,-2,-2,-2,0,149,0,0,0,0,149,0,0,0,0,0,0,0
790,200000,-1,0,0,0,0,0,145687,146519,144315,130807,124688,122518,7627,4631,5066,5033,5007,5125,0,0
791,290000,-2,-2,-2,-2,-2,-2,-68,-68,-68,675,-6,2168,0,0,743,0,2174,972,0,0
792,130000,0,0,0,0,0,0,116336,121544,128243,115204,101158,95895,10063,20000,10009,10000,5000,5000,0,0
793,500000,0,0,0,0,0,0,146700,126765,107965,89339,67854,54918,4585,3789,3942,2433,10000,762,0,0
794,300000,-1,-1,-1,-1,-1,-1,1068,1168,1005,1372,1610,1355,1168,1005,1372,1610,1355,1426,1,0
795,490000,1,2,0,0,0,0,230090,224913,227998,217660,194641,199344,0,12000,12000,8000,8000,8000,1,0
796,70000,0,0,0,0,0,0,69388,70480,66646,69641,46458,50679,3439,3237,4938,1693,5000,2200,1,1
797,420000,0,0,0,0,0,0,122418,113122,89586,83713,55375,54291,4816,4128,3147,2018,3130,3006,1,0
798,170000,-2,-1,0,0,-1,-1,416,2939,5447,416,7509,6387,2939,3000,5,7509,6387,1666,0,0
799,30000,0,-1,2,-1,-1,-1,1924,7096,2982,1732,3836,2461,7096,0,1732,3836,2461,3704,0,0
800,130000,0,0,0,0,0,0,89956,61868,63766,65839,67908,63530,2317,3000,3000,3000,5000,2305,1,0
801,180000,2,2,2,0,0,0,178854,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,0,1
802,150000,0,0,0,0,0,0,23364,22846,25779,22303,16981,16837,1450,5779,1300,700,1000,1000,0,0
803,180000,0,0,0,0,0,0,133733,92955,90159,68789,26614,27528,3514,3569,3204,1000,1310,4459,0,0
804,30000,0,0,2,0,0,0,30518,34984,30321,23610,20614,18873,5002,7,1511,5005,5183,5108,0,0
805,260000,-1,-1,-1,-1,-1,-1,165,165,274,165,333,165,165,274,165,333,165,293,0,0
806,30000,1,4,3,2,2,4,24386,23744,23090,22436,26886,30858,0,0,0,5000,5000,0,1,0
807,100000,2,0,0,0,0,0,85806,85195,85464,86921,88524,91241,3100,4000,4000,3500,5000,10000,1,1
808,50000,0,0,0,0,0,0,8406,8418,8347,12321,6294,3333,3000,3000,7508,1000,1000,1500,1,0
809,50000,0,0,0,0,0,0,27963,28715,29381,29140,25022,29608,2001,2001,1014,1006,7004,1003,1,0
810,20000,0,0,0,0,0,0,19701,20302,19200,17085,17953,19299,2000,1500,2000,2000,2000,1000,1,0
811,390000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
812,410000,-1,-1,-1,0,0,0,4111,874,25014,26184,21515,15656,897,26880,15083,12049,4077,5541,1,0
813,450000,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,1
814,50000,0,0,0,2,2,2,42159,43172,46450,45402,48677,47740,2000,4000,0,4000,0,2300,1,1
815,50000,0,0,0,0,0,0,36809,33121,29672,22365,12702,4134,5143,5000,1021,0,3000,0,0,0
816,360000,-1,-1,-1,-1,-1,-1,1800,2410,2722,2961,2669,2054,2413,2738,2969,2677,2060,2071,1,0
817,100000,0,0,-1,-1,0,-1,92265,93873,1473,2946,1473,540,5000,1473,2946,0,540,780,0,0
818,150000,-1,-1,2,-1,-1,-1,820,3191,1965,1300,936,901,3431,0,1300,936,901,911,1,0
819,380000,0,0,0,0,0,0,27268,75331,72950,70022,70861,70897,50042,3017,3000,3016,3000,4010,1,0
820,360000,0,0,0,-1,0,0,221855,256171,-229,10527,9564,0,46000,0,10756,5035,0,0,1,0
821,300000,0,0,0,0,0,0,32608,39029,38177,54867,66276,78169,20018,6028,25030,20023,20000,10000,0,0
822,10000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
823,120000,0,0,0,2,2,0,7164,9383,16571,16607,16043,16379,2515,7703,600,0,595,599,1,1
824,50000,0,0,0,0,0,0,11618,12641,13953,13924,14399,14610,1216,1528,499,700,600,541,0,0
825,210000,-1,0,0,0,-2,-2,4432,5373,6200,0,0,0,1173,1000,0,0,0,0,1,0
826,110000,-1,-1,-1,-1,-1,0,1687,400,300,922,3509,1979,400,300,922,3509,0,5192,0,1
827,360000,-1,-1,-1,-1,-1,-1,21421,31104,17918,19259,26924,19049,31110,17918,19459,26924,19049,7648,0,0
828,150000,0,0,0,0,0,0,69955,59380,57431,52754,52430,41770,1873,1897,1552,1649,2005,11064,0,0
829,230000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,170000,0,0,0,0,0,0,154278,161679,165068,166227,109682,112906,10000,7500,6778,4000,5000,5000,0,0
831,280000,-1,-1,-1,-1,-2,-2,27290,0,720,0,0,0,0,720,0,0,0,0,0,0
832,20000,0,0,2,0,0,0,6111,10479,10167,10695,11365,12170,4500,0,1000,1000,1000,1000,1,0
833,410000,-1,-1,-1,-1,-1,-1,5135,2916,13379,5165,5034,3089,2916,13379,5180,5851,3089,6271,1,0
834,50000,3,3,2,2,2,0,26798,27274,27529,28280,27691,28278,1200,1000,1500,0,1200,1200,1,1
835,150000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,180000,0,0,0,0,0,2,122187,123790,125258,125214,131276,114050,6000,6000,4400,9000,0,4000,1,1
837,130000,2,2,2,2,0,0,65767,74474,78652,76790,78400,79996,9813,6000,0,3001,3058,2866,0,1
838,50000,3,2,0,0,0,0,39437,38525,40809,33021,35479,36238,0,3000,2000,3000,1500,2000,1,0
839,150000,0,-1,-1,-2,-2,-1,13219,1179,0,0,0,35752,1179,0,0,0,35752,1448,0,0
840,170000,0,0,0,0,2,0,158326,119426,109136,106882,99917,97133,6043,4037,10019,9,3480,4635,1,0
841,400000,-2,-2,-2,-2,-2,-2,389,389,389,320,14185,389,390,390,321,14255,390,390,0,0
842,270000,1,-1,-1,-1,-1,-1,0,278,608,494,315,0,278,608,494,315,0,181,1,0
843,260000,0,0,0,0,0,0,255674,260778,124739,126892,131160,133400,10663,4520,4537,6308,6000,0,0,1
844,60000,1,-2,-1,-1,-2,-1,0,0,15798,0,0,11688,0,15798,0,0,11688,0,0,0
845,380000,0,0,0,0,0,0,121868,114627,102551,101323,84087,86661,6000,5000,5000,5000,5000,5000,0,0
846,90000,2,2,2,0,0,2,90322,92257,89939,91176,91331,87588,4300,0,3656,7100,0,7200,1,1
847,20000,1,3,3,2,2,2,16180,16635,16082,15529,16525,16110,1000,0,0,1400,0,1504,0,0
848,270000,1,-1,-1,-1,-1,0,0,2521,5145,8422,6374,1566,2521,5184,8422,6374,0,1429,0,0
849,90000,-1,-1,-1,0,0,0,316,3066,3832,6194,5878,316,3066,3832,5878,0,0,3316,0,0
850,110000,0,0,2,2,-2,-2,101138,69449,34983,-18,-18,-18,3400,0,0,0,0,0,0,1
851,360000,0,0,0,0,0,0,270955,275178,280535,82455,83359,85171,8000,7500,3500,2500,2500,2600,1,0
852,160000,0,0,0,0,-1,-1,138825,135233,130038,79027,6666,6666,6800,5600,3715,6666,6666,6666,1,1
853,50000,0,0,0,0,0,0,51212,50165,19814,20210,20125,19010,2000,1296,692,709,698,1000,1,0
854,20000,0,0,-1,-1,-1,2,19000,15114,5831,14784,961,311,1000,5831,14784,961,0,15735,0,0
855,80000,2,0,0,0,0,2,77490,80204,79650,81338,81438,80959,5000,4000,4003,13000,3515,0,0,1
856,340000,-1,-1,-1,-1,-1,-1,317,3074,3002,2613,1806,1989,3074,3002,2613,1806,1989,3370,0,0
857,240000,0,0,0,0,0,0,236267,239009,193335,194976,197168,196918,9000,7500,7000,6622,17150,20000,0,1
858,50000,0,0,-1,-1,-1,-1,35131,6559,836,836,836,3300,5582,836,836,836,3300,1476,0,0
859,80000,-1,-1,-1,-1,-1,-1,329,49,317,827,390,120,500,320,900,400,120,400,0,0
860,30000,-1,2,2,2,-1,2,5239,3434,4845,3048,8314,5080,0,3048,0,8314,0,4132,0,1
861,80000,3,2,0,0,0,2,42080,41131,42281,42605,47544,33115,0,2200,1500,5600,0,2275,0,0
862,360000,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
863,230000,-1,-1,-1,0,0,0,519,518,2784,2360,1908,97,518,2784,32,0,0,0,1,1
864,230000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
865,110000,2,2,2,2,2,2,85814,91999,91803,94376,96409,98072,8500,2200,5000,3700,3400,4000,0,1
866,30000,0,-1,-1,2,0,0,22215,18243,29013,28256,28979,31369,18243,11500,0,1177,3000,0,0,0
867,60000,0,0,0,0,0,0,62321,61015,58160,51237,29999,28972,3000,3016,5011,1005,1000,14000,0,0
868,100000,2,3,2,0,0,0,84098,83160,81265,83012,84933,94362,1000,0,3100,3300,11000,0,0,1
869,300000,1,-2,-2,-2,-1,3,-694,-694,0,0,694,394,0,694,0,694,0,0,0,0
870,20000,2,0,0,0,2,2,6078,7015,8036,9597,9294,10242,1200,1140,1700,0,1100,0,1,1
871,170000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872,200000,1,-2,-2,-2,-2,-2,-5,728,0,0,0,0,733,0,0,0,0,0,0,1
873,120000,0,0,0,0,0,0,117738,120127,119719,118042,120682,120491,5820,5670,4250,4450,4470,4150,0,0
874,510000,0,0,0,0,0,0,63573,62933,62320,61012,60519,58856,2900,3000,2400,2500,1800,1900,1,0
875,80000,0,0,0,0,0,0,78178,77637,73966,71447,66994,66813,3437,3300,3050,5000,2700,2300,0,0
876,200000,-1,-1,-1,-1,-1,-1,4890,3630,4882,10955,10435,1665,3630,4882,11034,10435,1665,3765,1,0
877,360000,-2,-2,-2,-2,-2,-2,4765,3415,1539,6501,3458,2786,3434,1546,6541,3475,2788,5710,0,0
878,200000,-1,-1,-1,0,0,0,4585,33282,16175,104872,22897,29339,33485,16254,100551,12077,20182,21104,1,0
879,240000,1,-1,-1,-1,-1,-1,0,189,651,0,127,0,189,651,0,127,0,0,0,0
880,140000,0,0,0,2,0,0,90547,92536,96535,98041,100504,103874,3500,5500,4000,5000,5000,5000,1,0
881,250000,1,-2,-2,-2,-2,-2,-129,-129,-329,-329,-329,-529,0,200,0,0,200,86,0,0
882,50000,0,0,0,2,2,6,11583,16051,25725,25017,34385,33248,5000,10000,0,10000,0,10000,1,1
883,20000,1,2,0,0,0,0,20251,19637,19539,20080,18855,20130,0,2000,841,696,1600,0,1,1
884,80000,-1,2,2,-2,-2,-2,259,259,0,0,0,0,0,0,0,0,0,0,0,0
885,30000,-1,0,-1,-1,-1,-2,497,1169,220,1705,0,0,1001,220,1705,0,0,0,0,0
886,20000,0,0,0,0,0,2,18603,15208,16153,18175,19876,19419,1555,1500,2300,2000,0,1000,0,0
887,50000,0,0,0,0,0,0,46794,46836,48062,49242,18713,19456,1756,1982,2162,633,1007,627,1,0
888,190000,-1,-1,-1,-2,-1,-1,500,300,0,0,418,964,300,0,0,418,964,670,0,0
889,20000,2,2,2,2,2,2,150,150,150,1150,1000,0,0,0,1000,0,0,0,1,0
890,280000,1,2,2,2,0,0,168708,172528,174328,170028,174281,185348,8000,6100,0,7000,14000,7000,1,1
891,50000,0,0,0,0,0,0,40197,41240,37093,32925,26640,22247,2044,2000,1547,2388,944,1000,1,1
892,90000,2,2,2,3,3,3,48674,49895,52570,53614,54534,53374,2300,4116,2500,2052,0,0,1,0
893,150000,5,4,3,2,2,2,79529,77757,75841,73678,77273,56577,0,0,0,4874,1000,0,0,0
894,150000,1,2,2,2,2,2,23959,23276,25294,26780,27143,27563,0,2400,2201,1100,1000,0,1,1
895,150000,-1,-1,-1,-1,0,0,360,360,360,16133,22309,22377,360,360,16133,7000,796,819,1,0
896,70000,0,0,2,0,0,0,31377,31420,30940,24765,25942,27073,6000,1125,1300,3000,2500,1200,0,0
897,180000,-2,-2,-2,-2,-2,-2,-16,-16,-16,850,0,0,0,0,866,0,0,0,1,0
898,80000,0,0,0,0,0,0,80297,65002,62321,43303,40866,40573,3410,13800,3557,1620,1520,1805,0,0
899,110000,-1,-1,-1,-1,-1,-1,316,31895,316,316,316,31775,31895,316,316,316,31775,1152,0,1
900,10000,0,0,2,0,0,0,4216,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,1,1
901,80000,1,2,0,0,-1,-1,21723,21097,22140,18349,3540,0,0,2000,0,3540,0,0,1,0
902,80000,2,2,2,2,2,2,67206,65537,69361,67647,72524,74068,0,5500,0,6000,3000,0,1,1
903,110000,0,0,0,0,0,0,93466,87748,109517,107403,81794,78463,4438,76000,5000,4000,3000,5000,0,0
904,80000,0,0,0,0,0,0,46516,30122,24099,7764,4804,10221,15029,5048,229,303,6018,500,1,0
905,400000,-1,0,0,-1,0,0,17253,161057,192054,20660,18242,15609,160002,42263,20663,6020,3500,1003,1,0
906,60000,0,0,0,0,0,0,26129,30544,21712,23284,24945,25402,5000,2000,2000,2000,2000,2000,1,0
907,580000,-1,-1,-1,-1,-1,-1,20498,2290,4968,4481,5574,14240,2290,4968,4485,5583,14242,9986,0,0
908,80000,0,0,0,0,0,2,26170,25215,26189,26801,28593,26020,1414,1388,1000,2180,0,929,1,1
909,500000,1,0,0,0,0,0,2817,7682,47403,36067,46054,34290,5037,47221,5026,16005,2000,1000,1,0
910,20000,1,3,2,2,0,0,15598,15055,16511,15953,16190,16777,0,2000,0,800,1000,1000,1,1
911,30000,0,0,0,0,0,0,29119,29827,29583,29166,29066,29008,1500,2019,1400,600,580,0,1,0
912,50000,0,0,0,0,-1,0,48482,47226,11151,-2897,48211,48154,2500,3002,1500,52000,1900,1800,0,0
913,340000,-1,0,0,0,0,0,11806,13535,18784,26069,20007,15857,10000,6000,23000,400,5857,6500,0,0
914,160000,0,0,0,0,0,0,136053,86746,86019,87990,87186,84373,3528,3500,3500,4000,3500,3500,0,0
915,50000,0,0,0,0,0,-2,26666,21062,6495,2207,0,0,2000,2000,1000,0,0,0,1,0
916,80000,2,2,2,2,2,0,41586,44690,43671,49683,48757,49782,3775,0,6768,0,1834,1744,0,1
917,60000,0,0,0,2,2,0,27104,28179,30586,30885,30268,30103,1500,2867,1080,0,1319,2200,0,0
918,50000,1,2,0,0,0,0,51377,50253,50047,43142,10677,10105,0,2424,2355,363,361,393,0,0
919,30000,-1,-1,-1,-1,-1,-1,1688,0,850,2158,0,1935,0,850,2158,0,1935,0,0,0
920,100000,-1,0,0,0,0,0,87055,84712,76202,72368,71384,70346,3000,3403,2656,2500,2600,3000,0,0
921,160000,-2,-2,-2,-2,-2,-2,0,0,0,0,741,0,0,0,0,741,0,0,0,0
922,130000,0,0,0,0,0,0,124769,127966,119008,46659,47588,47698,5400,3941,1742,1671,1712,1730,0,0
923,80000,0,0,0,0,0,0,64440,64685,64956,65183,65455,65683,3000,3000,3000,3000,2500,12500,0,0
924,490000,1,-2,-2,-1,0,0,380,380,380,15240,19656,24006,380,380,15240,5000,5000,7396,1,0
925,210000,-1,-1,-1,0,-1,-1,10128,19631,23906,373,3073,7418,19631,23906,0,3073,7418,11894,0,0
926,220000,-1,-1,-1,-1,-1,-1,184,1709,919,47545,2398,3338,1709,919,47545,2398,5178,12448,1,0
927,10000,1,3,2,2,2,2,8352,8078,7800,8672,8388,9248,0,0,1000,0,1000,0,0,0
928,100000,0,0,0,0,0,0,100296,97239,98386,69324,53183,53559,3703,4091,3403,2001,2004,2000,0,0
929,500000,-2,-2,-2,-2,-2,-2,0,5218,3981,0,3672,7617,5218,3981,0,3672,7617,2691,0,0
930,200000,2,2,2,2,2,2,147660,148603,143647,152605,155981,158508,5500,0,12000,8000,5800,80,1,1
931,20000,0,0,-1,0,0,0,19739,17875,19174,19158,18762,19223,1000,26299,673,680,772,851,1,0
932,50000,1,2,2,2,2,2,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0,0,0
933,400000,-2,-2,-2,-2,-2,-2,6573,8155,11724,10570,15120,11453,8195,11755,10617,15189,11495,18506,0,0
934,150000,-2,-2,-2,-2,-2,-2,5423,4133,14279,5985,8333,8241,4133,14296,5990,8342,8241,17817,0,0
935,80000,-2,-2,-2,-2,-2,-2,390,0,780,0,0,0,390,780,0,0,0,0,0,0
936,500000,0,0,0,0,0,0,234957,215459,201715,141177,130352,126422,8086,7412,4721,3854,3622,3433,0,0
937,70000,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,0,1
938,80000,1,-1,0,0,0,-1,-1645,78379,76304,52774,11855,48944,85900,3409,1178,1926,52964,1804,1,1
939,150000,-2,-1,2,0,0,-2,0,13206,10227,398,0,0,13206,0,0,0,0,0,0,0
940,240000,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1,1
941,180000,-2,-2,-2,-2,-2,-2,0,533,2329,1778,2510,184,533,2329,1778,2514,184,1103,0,0
942,120000,2,2,2,2,2,2,115040,117371,119044,120086,120662,118345,6000,5600,4500,4300,0,4800,1,0
943,120000,-2,-2,-2,-1,0,0,73900,0,0,3663,3663,0,0,0,3663,0,0,0,0,0
944,40000,1,2,0,0,0,0,40910,39592,40135,37403,30159,27854,0,2196,4,603,925,389,0,0
945,240000,-1,0,-1,-1,-1,-1,20272,11294,16873,1143,4317,14940,1000,16906,1143,4317,14940,0,0,0
946,80000,1,1,-1,-1,-1,-1,62550,0,10000,18150,7490,7490,10000,10000,18150,7490,7490,7490,0,0
947,340000,-1,-1,-1,-1,-1,-1,4676,3806,526,36374,32413,12092,3806,526,36374,32413,12092,13743,0,0
948,30000,6,5,4,3,2,0,33134,32351,31397,30321,30000,28961,0,0,0,0,5000,0,1,0
949,120000,0,0,0,0,0,0,64670,68574,71849,74974,83137,51377,5000,5000,5000,10000,5000,5000,1,0
950,210000,-1,-1,-1,2,-1,0,1890,3037,2429,823,1089,1451,3037,1200,0,1089,1201,1031,1,0
951,150000,2,0,0,0,0,0,101425,104014,108229,109374,111279,125353,3872,5500,4005,3241,15500,4000,0,0
952,10000,0,0,0,0,0,2,8109,9219,10200,9694,9684,9872,1400,1300,500,1000,500,0,1,0
953,210000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,70000,-1,0,0,0,0,0,71232,71262,71509,70695,71189,70554,2751,3600,2694,2800,2743,2700,0,0
955,30000,0,0,0,0,0,0,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,1,0
956,20000,1,2,0,0,0,2,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700,0,1
957,30000,2,2,2,2,0,0,19992,21055,22120,21471,21598,23241,1700,1700,0,782,2000,1100,1,0
958,20000,0,0,0,-2,-2,-2,16203,4550,0,0,0,0,2000,0,0,0,0,0,1,0
959,20000,0,0,2,0,0,0,9410,11840,11260,11260,11260,0,2600,0,0,0,0,0,0,0
960,20000,1,5,4,4,3,2,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,0,0
961,100000,0,0,0,0,2,0,90118,88435,90147,94425,92853,93816,4110,4101,6623,0,3503,3360,0,0
962,210000,1,-1,-1,0,0,-1,0,1200,12466,16870,17741,13049,1200,12466,6004,6000,7282,9731,0,1
963,190000,-2,-2,-2,-2,-2,-2,8010,922,3200,15010,4575,7279,922,3208,15010,4575,7279,0,0,0
964,240000,-2,-2,-2,-2,-2,-2,2007,21790,17102,13367,22659,22707,21817,1120,13434,22772,22820,8050,1,0
965,240000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
966,50000,-1,-1,-1,-1,-1,-1,2159,1956,5592,10676,671,9826,1961,5608,11906,673,9855,7627,1,1
967,50000,0,0,2,0,0,0,52227,55264,52028,32140,32216,31482,5350,0,1085,2000,1226,2415,0,0
968,130000,0,0,0,0,0,0,116186,111703,105091,100046,96090,90359,5500,4500,3500,6011,3200,4000,0,0
969,300000,-1,-1,-1,-1,-2,-2,1246,1217,338,0,0,0,1217,338,0,0,0,0,1,0
970,50000,2,2,2,3,2,2,46004,45976,48953,48851,49318,51143,1000,4035,1000,1400,2800,0,1,1
971,200000,0,0,0,0,0,0,187864,191756,194283,191693,188261,155159,8500,7500,7000,5000,7000,2000,0,0
972,10000,0,0,0,0,0,0,4304,5324,6509,7313,6469,6988,1100,1279,1083,500,1000,1000,1,0
973,150000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
974,210000,-2,-2,-2,-2,-2,-2,2593,0,0,0,1849,12837,0,0,0,1849,12837,4201,0,0
975,300000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,951,0,0
976,50000,-1,-1,-1,-1,-1,-1,2531,14504,22553,14900,6758,3727,14608,22730,14911,6758,3727,2440,0,0
977,280000,0,0,0,0,0,0,242864,237821,223180,237301,201226,207802,11000,11000,20000,10000,10000,15000,0,0
978,100000,0,0,2,0,0,2,10672,11025,5791,3623,5554,5309,2355,0,500,2000,0,1000,0,0
979,20000,3,3,2,0,0,2,11859,11385,10916,12419,13904,13538,0,0,2000,2000,0,1400,1,1
980,50000,0,0,0,-1,0,0,49336,49623,19900,19183,19563,19157,1423,1000,19183,687,696,776,1,0
981,30000,2,2,2,2,2,2,28766,27183,30023,29243,31262,30327,0,3600,0,2800,0,1080,0,1
982,400000,0,0,0,0,0,0,95719,96369,92336,91816,57477,66203,4652,3565,2731,10031,16027,25000,1,0
983,50000,2,2,2,2,2,2,28947,30072,30895,31589,32071,32709,1900,1600,1500,1300,1300,1500,0,1
984,210000,-1,-1,-1,-1,-1,-1,2827,3517,4412,2700,3578,4075,3527,4425,2708,3588,4087,1841,1,0
985,130000,0,0,0,0,0,0,109383,106149,44841,45451,46564,47516,5300,1700,1300,1500,1500,1400,1,0
